id,decibels,createdAt,updatedAt
8367e63b-be1d-4549-aa8e-93fcc52bf5f1,631.0,2024-06-14T18:46:59.912376Z,2024-06-14T18:46:59.912376Z
21878513-dfa8-4897-bc72-4233baaa6128,631.0,2024-06-14T18:46:59.854501Z,2024-06-14T18:46:59.854501Z
786239d2-522d-490e-bdb6-980ae50a216d,631.0,2024-06-14T18:46:59.794469Z,2024-06-14T18:46:59.794469Z
e366139e-223c-4593-a1a6-802524002377,631.0,2024-06-14T18:46:59.734662Z,2024-06-14T18:46:59.734662Z
b5abbe5d-b8c5-4975-9b9f-4bc4b7d497ab,628.0,2024-06-14T18:46:59.674369Z,2024-06-14T18:46:59.674369Z
30dbcad6-a948-4012-84db-8c495d2e06fd,628.0,2024-06-14T18:46:59.621617Z,2024-06-14T18:46:59.621617Z
69c760fe-02aa-4c58-91e0-00b6209e8c31,628.0,2024-06-14T18:46:59.543866Z,2024-06-14T18:46:59.543866Z
2451f06b-64e1-47ea-b0f8-53e09e224ae5,628.0,2024-06-14T18:46:59.491242Z,2024-06-14T18:46:59.491242Z
81987866-7c72-4063-aae2-22edf2c02512,628.0,2024-06-14T18:46:59.413797Z,2024-06-14T18:46:59.413797Z
29ea552b-2662-4366-a98a-bc5a5b38fb5b,628.0,2024-06-14T18:46:59.360757Z,2024-06-14T18:46:59.360757Z
10977a2b-6b5e-42db-8434-be48739e10fc,628.0,2024-06-14T18:46:59.274039Z,2024-06-14T18:46:59.274039Z
e840f2af-e686-4958-b5b5-f95709bd695e,628.0,2024-06-14T18:46:59.183900Z,2024-06-14T18:46:59.183900Z
9dce0903-d0ac-4d8b-b44f-82eb5f689fcd,632.0,2024-06-14T18:46:59.123808Z,2024-06-14T18:46:59.123808Z
05d24d11-ca33-46a4-aa87-eb90e6af4276,632.0,2024-06-14T18:46:59.069953Z,2024-06-14T18:46:59.069953Z
e9e954fe-b532-400d-8de1-5cf6c7c14d59,632.0,2024-06-14T18:46:58.993603Z,2024-06-14T18:46:58.993603Z
6c7e7c80-2a80-4852-a34e-7c67b6f36b0f,632.0,2024-06-14T18:46:58.939693Z,2024-06-14T18:46:58.939693Z
db23e16e-93da-43db-9a21-9e3b0a2c066e,632.0,2024-06-14T18:46:58.863281Z,2024-06-14T18:46:58.863281Z
259ebb34-aab3-4a30-8454-712a57dc0286,632.0,2024-06-14T18:46:58.809485Z,2024-06-14T18:46:58.809485Z
ab6f223c-a87c-46f8-a95f-c2e1ee2ca257,632.0,2024-06-14T18:46:58.733021Z,2024-06-14T18:46:58.733021Z
1cfa178f-480b-4369-bbdd-8cfabe7c43bb,632.0,2024-06-14T18:46:58.672939Z,2024-06-14T18:46:58.672939Z
de2f4f7f-319c-4206-ad66-8ea5e7d55f81,643.0,2024-06-14T18:46:58.620035Z,2024-06-14T18:46:58.620035Z
90320717-e949-4be9-92f9-147b8646ccc9,643.0,2024-06-14T18:46:58.519551Z,2024-06-14T18:46:58.519551Z
efa9d474-c50d-4d70-b8bb-2f3054eef8b7,643.0,2024-06-14T18:46:58.443375Z,2024-06-14T18:46:58.443375Z
160381bb-535f-45b4-892b-13290523ee9c,643.0,2024-06-14T18:46:58.390853Z,2024-06-14T18:46:58.390853Z
52487c03-a6d0-445a-892c-03d226c6978b,643.0,2024-06-14T18:46:58.313031Z,2024-06-14T18:46:58.313031Z
0de7d191-17c4-4f1b-ac4e-2588e6714452,643.0,2024-06-14T18:46:58.260451Z,2024-06-14T18:46:58.260451Z
5a246be5-5719-4160-a5d5-92d3db5b8684,643.0,2024-06-14T18:46:58.202652Z,2024-06-14T18:46:58.202652Z
16e81d8f-76b4-4d66-b8c6-53034f7cd362,643.0,2024-06-14T18:46:58.142608Z,2024-06-14T18:46:58.142608Z
9dee3f68-e2e4-42e7-a1be-fc078488c5f9,643.0,2024-06-14T18:46:58.082439Z,2024-06-14T18:46:58.082439Z
ded6433b-c4d5-4b30-9010-18fd644b6fa8,650.0,2024-06-14T18:46:58.022424Z,2024-06-14T18:46:58.022424Z
066711f5-437e-4024-9e69-d876650ca065,650.0,2024-06-14T18:46:57.968648Z,2024-06-14T18:46:57.968648Z
660dd175-a2bb-479f-927b-c347da5e0740,650.0,2024-06-14T18:46:57.902240Z,2024-06-14T18:46:57.902240Z
d77f0d1f-bf54-406e-9940-7a093c090a3c,650.0,2024-06-14T18:46:57.841665Z,2024-06-14T18:46:57.841665Z
82c6f5a0-d81a-45e6-9a3a-81622a255c25,650.0,2024-06-14T18:46:57.761787Z,2024-06-14T18:46:57.761787Z
e621b293-32cb-44db-bce0-6582d310c1bd,650.0,2024-06-14T18:46:57.709472Z,2024-06-14T18:46:57.709472Z
8c2e55ac-c611-4d68-b83a-5400e114fde0,650.0,2024-06-14T18:46:57.651883Z,2024-06-14T18:46:57.651883Z
0b1cd462-029d-4025-b787-d52e482252e1,650.0,2024-06-14T18:46:57.591468Z,2024-06-14T18:46:57.591468Z
6febcb2f-9189-4c90-9fa4-043df9a3b8ed,650.0,2024-06-14T18:46:57.531407Z,2024-06-14T18:46:57.531407Z
0deec426-a1a2-43c7-be65-d04a89f082bc,638.0,2024-06-14T18:46:57.471374Z,2024-06-14T18:46:57.471374Z
0a937677-c878-4103-8d5d-88473241bafc,638.0,2024-06-14T18:46:57.418527Z,2024-06-14T18:46:57.418527Z
e4beac91-b3f9-4ca9-a6ca-5657f5dbf149,638.0,2024-06-14T18:46:57.341440Z,2024-06-14T18:46:57.341440Z
081a63e9-a3f5-4cd8-83d7-0b16677f5508,638.0,2024-06-14T18:46:57.288369Z,2024-06-14T18:46:57.288369Z
a07a1493-7276-4782-8d03-0772ede4def7,638.0,2024-06-14T18:46:57.210569Z,2024-06-14T18:46:57.210569Z
ba60bf77-ff35-4e56-a855-e2454986776a,638.0,2024-06-14T18:46:57.158157Z,2024-06-14T18:46:57.158157Z
14b80551-3bf0-4219-8809-e3640a871f9e,638.0,2024-06-14T18:46:57.100685Z,2024-06-14T18:46:57.100685Z
a937e616-d528-4b3a-bbbb-06e7b3baa9aa,638.0,2024-06-14T18:46:57.041540Z,2024-06-14T18:46:57.041540Z
d88306d0-956e-4d5a-a4f6-e6e35f95c2f0,638.0,2024-06-14T18:46:56.981326Z,2024-06-14T18:46:56.981326Z
1735bead-a2ad-4cf5-9db0-5943054304ca,625.0,2024-06-14T18:46:56.921030Z,2024-06-14T18:46:56.921030Z
cb037cf5-d1fa-4fa3-b361-7aaa13b4e3be,625.0,2024-06-14T18:46:56.867449Z,2024-06-14T18:46:56.867449Z
84771b33-6c00-4078-b5c8-064fc12c99ee,625.0,2024-06-14T18:46:56.779043Z,2024-06-14T18:46:56.779043Z
2825b41c-08b0-4434-8092-f053c20238b0,625.0,2024-06-14T18:46:56.660875Z,2024-06-14T18:46:56.660875Z
5fcb6684-5484-4a8c-a6f6-e51af853cc97,625.0,2024-06-14T18:46:56.608330Z,2024-06-14T18:46:56.608330Z
933144ee-e916-48ea-b541-713fc3e8fb13,625.0,2024-06-14T18:46:56.550832Z,2024-06-14T18:46:56.550832Z
fb24a0e4-7940-4a2e-9a03-192d528087a2,625.0,2024-06-14T18:46:56.490460Z,2024-06-14T18:46:56.490460Z
f1ca2c57-4410-4a32-b53f-eec2283adaaf,625.0,2024-06-14T18:46:56.430277Z,2024-06-14T18:46:56.430277Z
7f44b5dc-4fba-48b6-a19e-959df766a75f,618.0,2024-06-14T18:46:56.370376Z,2024-06-14T18:46:56.370376Z
f318c654-9b9c-4f88-8bc7-c9694c741ee8,618.0,2024-06-14T18:46:56.316524Z,2024-06-14T18:46:56.316524Z
60fda2be-c4d4-4aa2-8448-9757acdce519,618.0,2024-06-14T18:46:56.250096Z,2024-06-14T18:46:56.250096Z
d8e3b354-f91f-452f-8024-04a6883db94b,618.0,2024-06-14T18:46:56.187658Z,2024-06-14T18:46:56.187658Z
5fbb947c-53d0-410a-8b57-678174f72fc9,618.0,2024-06-14T18:46:56.109932Z,2024-06-14T18:46:56.109932Z
2001edd7-3443-41fd-9446-62cabdd21a9e,618.0,2024-06-14T18:46:56.057241Z,2024-06-14T18:46:56.057241Z
43c8c15e-fc78-409c-bcb6-39cb63d7cae0,618.0,2024-06-14T18:46:55.949688Z,2024-06-14T18:46:55.949688Z
2edb5cb5-f438-4123-9943-667add8fca85,618.0,2024-06-14T18:46:55.889635Z,2024-06-14T18:46:55.889635Z
d61d947c-6326-474e-b57d-50868b2bc345,624.0,2024-06-14T18:46:55.829531Z,2024-06-14T18:46:55.829531Z
55ad1ebd-a1e8-431a-8690-848870d7e228,624.0,2024-06-14T18:46:55.767799Z,2024-06-14T18:46:55.767799Z
6a6bc719-597b-40b0-abe5-ed90fafc1718,624.0,2024-06-14T18:46:55.689362Z,2024-06-14T18:46:55.689362Z
5fa9b4aa-4dde-4a81-b5b8-98a928c85c42,624.0,2024-06-14T18:46:55.635698Z,2024-06-14T18:46:55.635698Z
de4989be-339e-4c52-9d35-629bedb5787b,624.0,2024-06-14T18:46:55.558079Z,2024-06-14T18:46:55.558079Z
f0c372e8-3431-4995-956c-97875517676f,624.0,2024-06-14T18:46:55.505487Z,2024-06-14T18:46:55.505487Z
b951f12e-1698-4086-820b-272120354212,624.0,2024-06-14T18:46:55.437893Z,2024-06-14T18:46:55.437893Z
ae207a5d-a60a-4aa7-bf5f-433a297f340c,624.0,2024-06-14T18:46:55.377848Z,2024-06-14T18:46:55.377848Z
dea76cbc-f0f6-4585-8797-1fe5c7332b7b,624.0,2024-06-14T18:46:55.327598Z,2024-06-14T18:46:55.327598Z
cbe88892-87b0-49bd-9cf1-d960d65d1736,630.0,2024-06-14T18:46:55.269250Z,2024-06-14T18:46:55.269250Z
5d63efb7-3749-447f-9a1b-a2f2153a932b,630.0,2024-06-14T18:46:55.214899Z,2024-06-14T18:46:55.214899Z
1270ebdc-a190-4ed4-a890-b9c7657ac6d3,630.0,2024-06-14T18:46:55.137419Z,2024-06-14T18:46:55.137419Z
d2d7710e-6fa5-460f-aae3-d5b98d9b7af7,630.0,2024-06-14T18:46:55.084638Z,2024-06-14T18:46:55.084638Z
7c2295cb-77fe-4e33-a699-2adc31b2268c,630.0,2024-06-14T18:46:54.998216Z,2024-06-14T18:46:54.998216Z
24a132dd-7118-4c4e-aa17-2343967b6007,630.0,2024-06-14T18:46:54.944925Z,2024-06-14T18:46:54.944925Z
a35bf3b4-ad54-47f5-b6d4-2e35c6b1f3af,630.0,2024-06-14T18:46:54.838678Z,2024-06-14T18:46:54.838678Z
b3a93d19-19fd-40f4-82b5-83605d247488,630.0,2024-06-14T18:46:54.778477Z,2024-06-14T18:46:54.778477Z
7bf0cc3b-6fe2-4d80-a14c-c4e054c9cc9b,630.0,2024-06-14T18:46:54.718326Z,2024-06-14T18:46:54.718326Z
d26b5413-4fe7-4a38-a4fb-6d5563645f31,630.0,2024-06-14T18:46:54.664399Z,2024-06-14T18:46:54.664399Z
4cffa8d1-4d56-4bb6-9905-22cba975e7e2,630.0,2024-06-14T18:46:54.588262Z,2024-06-14T18:46:54.588262Z
cdaa3020-ac36-4cc4-9f55-23f180be5f57,630.0,2024-06-14T18:46:54.535455Z,2024-06-14T18:46:54.535455Z
4a1dc347-a0ec-48af-93c2-c3ccd21eabb3,630.0,2024-06-14T18:46:54.458334Z,2024-06-14T18:46:54.458334Z
07afbe05-ae6b-43c5-8374-e8b1de9d6676,630.0,2024-06-14T18:46:54.403899Z,2024-06-14T18:46:54.403899Z
17a87151-d35b-4b2d-8e18-7d95c60bdc31,630.0,2024-06-14T18:46:54.297485Z,2024-06-14T18:46:54.297485Z
408582ee-c663-429e-b2fc-ee0886fd9608,630.0,2024-06-14T18:46:54.237397Z,2024-06-14T18:46:54.237397Z
dea3fb2c-5a04-4d9f-b0a3-60c831b31689,628.0,2024-06-14T18:46:54.177316Z,2024-06-14T18:46:54.177316Z
fb0f076b-295c-45e6-bdb2-bb98c2162639,628.0,2024-06-14T18:46:54.113739Z,2024-06-14T18:46:54.113739Z
9ab65630-f0d6-40d4-a654-136124654169,628.0,2024-06-14T18:46:54.037135Z,2024-06-14T18:46:54.037135Z
e30da830-19b2-406e-84e0-6435f3c3c340,628.0,2024-06-14T18:46:53.984432Z,2024-06-14T18:46:53.984432Z
e7092583-8862-420f-a0e1-7e84e595734c,628.0,2024-06-14T18:46:53.916975Z,2024-06-14T18:46:53.916975Z
6034c963-2a7a-4a4a-a382-645efd69d790,628.0,2024-06-14T18:46:53.854441Z,2024-06-14T18:46:53.854441Z
1f48de68-2213-4dfd-8049-3144598a6898,628.0,2024-06-14T18:46:53.796125Z,2024-06-14T18:46:53.796125Z
e513670a-d623-4578-91d7-30204a444a49,628.0,2024-06-14T18:46:53.735783Z,2024-06-14T18:46:53.735783Z
868a328e-9246-4a7f-acba-c66a5edeeeea,628.0,2024-06-14T18:46:53.675778Z,2024-06-14T18:46:53.675778Z
a9a7a16b-8bbd-423c-9fbe-039b096c4282,624.0,2024-06-14T18:46:53.615537Z,2024-06-14T18:46:53.615537Z
97b22141-4767-4a04-9a86-1dd506605a96,624.0,2024-06-14T18:46:53.562219Z,2024-06-14T18:46:53.562219Z
afc5ac80-df98-4be5-9ceb-89f45e018482,624.0,2024-06-14T18:46:53.485361Z,2024-06-14T18:46:53.485361Z
d1006581-ba30-4c3f-9757-7a2a9933674f,624.0,2024-06-14T18:46:53.432775Z,2024-06-14T18:46:53.432775Z
92280d62-181a-4481-9f4c-24cbe7e2c24a,624.0,2024-06-14T18:46:53.355075Z,2024-06-14T18:46:53.355075Z
89f50336-c771-4c9d-8c00-fdcaeee2f8af,624.0,2024-06-14T18:46:53.302505Z,2024-06-14T18:46:53.302505Z
9ca0ceb9-fc78-41cd-bc47-ef59742c6086,624.0,2024-06-14T18:46:53.244903Z,2024-06-14T18:46:53.244903Z
9de5ad3a-d051-4ed1-bcd4-a0bbd44fe218,624.0,2024-06-14T18:46:53.194677Z,2024-06-14T18:46:53.194677Z
7811d38b-8eec-41b9-908a-9e6f52eeec43,624.0,2024-06-14T18:46:53.144665Z,2024-06-14T18:46:53.144665Z
94b6b720-d4c3-4d52-aa8d-8a798e4fb6aa,623.0,2024-06-14T18:46:53.087282Z,2024-06-14T18:46:53.087282Z
5db64e23-6074-47e6-8b6b-a3c7532daaa0,623.0,2024-06-14T18:46:52.934842Z,2024-06-14T18:46:52.934842Z
84363e3e-c0a9-439d-8c40-bdc3b1926887,623.0,2024-06-14T18:46:52.882469Z,2024-06-14T18:46:52.882469Z
88c9ac64-5a80-4320-b5d2-850877df1870,623.0,2024-06-14T18:46:52.804707Z,2024-06-14T18:46:52.804707Z
dd3a5563-ec58-424e-9478-bcd64e8d3c11,623.0,2024-06-14T18:46:52.752355Z,2024-06-14T18:46:52.752355Z
002b4e7f-a602-481e-8665-0097f28f4a16,623.0,2024-06-14T18:46:52.644324Z,2024-06-14T18:46:52.644324Z
757353c4-7f8f-422e-acd4-fbec34297e2f,623.0,2024-06-14T18:46:52.585485Z,2024-06-14T18:46:52.585485Z
3df06129-3186-4c26-8d6b-c92f0f56a6f4,629.0,2024-06-14T18:46:52.525657Z,2024-06-14T18:46:52.525657Z
